location,year,iso_code,Total Cases,population,"Total Cases per 100,000"
Afghanistan,2020,AFG,8443748.0,41128772,20530.027008829733
Afghanistan,2021,AFG,39510520.0,41128772,96065.40161228251
Afghanistan,2022,AFG,67741123.0,41128772,164704.9491290428
Afghanistan,2023,AFG,35081108.0,41128772,85295.78271872546
Africa,2020,OWID_AFR,292767009.0,1426736614,20520.04596554077
Africa,2021,OWID_AFR,2242424132.0,1426736614,157171.55570243186
Africa,2022,OWID_AFR,4490013369.0,1426736614,314705.1337255441
Africa,2023,OWID_AFR,2155280421.0,1426736614,151063.65112180405
Albania,2020,ALB,3611517.0,2842318,127062.38358973205
Albania,2021,ALB,50804812.0,2842318,1787442.925105495
Albania,2022,ALB,107591792.0,2842318,3785353.7851851904
Albania,2023,ALB,55057259.0,2842318,1937054.8615601773
Algeria,2020,DZA,10482230.0,44903228,23344.04555503226
Algeria,2021,DZA,57054531.0,44903228,127061.09012919961
Algeria,2022,DZA,96479048.0,44903228,214859.93835454324
Algeria,2023,DZA,44807681.0,44903228,99787.21574315325
American Samoa,2020,ASM,0.0,44295,0.0
American Samoa,2021,ASM,594.0,44295,1341.0091432441584
American Samoa,2022,ASM,2061042.0,44295,4652990.179478496
American Samoa,2023,ASM,1373334.0,44295,3100426.684727396
Andorra,2020,AND,675517.0,79843,846056.6361484414
Andorra,2021,AND,5070326.0,79843,6350370.101323849
Andorra,2022,AND,15512880.0,79843,19429229.86360733
Andorra,2023,AND,7905760.0,79843,9901631.952707186
Angola,2020,AGO,1326113.0,35588996,3726.188285839814
Angola,2021,AGO,14729111.0,35588996,41386.69997883616
Angola,2022,AGO,36787188.0,35588996,103366.74853092231
Angola,2023,AGO,17373822.0,35588996,48817.96047295068
Anguilla,2020,AIA,1049.0,15877,6607.04163255023
Anguilla,2021,AIA,129088.0,15877,813050.3243685835
Anguilla,2022,AIA,1183015.0,15877,7451124.26780878
Anguilla,2023,AIA,644160.0,15877,4057189.645399005
Antigua and Barbuda,2020,ATG,22547.0,93772,24044.49089280382
Antigua and Barbuda,2021,ATG,684001.0,93772,729429.8937849251
Antigua and Barbuda,2022,ATG,2973620.0,93772,3171117.177835601
Antigua and Barbuda,2023,ATG,1502490.0,93772,1602279.9982937337
Argentina,2020,ARG,156512035.0,45510324,343904.46220510313
Argentina,2021,ARG,1471656467.0,45510324,3233676.092923443
Argentina,2022,ARG,3360109943.0,45510324,7383181.7655264335
Argentina,2023,ARG,1656211105.0,45510324,3639198.6684164237
Armenia,2020,ARM,14552901.0,2780472,523396.78299224016
Armenia,2021,ARM,86241547.0,2780472,3101687.303450637
Armenia,2022,ARM,154304332.0,2780472,5549573.309855306
Armenia,2023,ARM,73870481.0,2780472,2656760.47088408
Aruba,2020,ABW,558468.0,106459,524585.0515221823
Aruba,2021,ABW,4325845.0,106459,4063390.60107647
Aruba,2022,ABW,14048103.0,106459,13195787.110530816
Aruba,2023,ABW,7272424.0,106459,6831196.986633351
Asia,2020,OWID_ASI,2111093353.0,4721383370,44713.44916437066
Asia,2021,OWID_ASI,19709385277.0,4721383370,417449.37304254534
Asia,2022,OWID_ASI,57424287548.0,4721383370,1216259.7918414746
Asia,2023,OWID_ASI,48601319206.0,4721383370,1029387.266342661
Australia,2020,AUS,5043709.0,26177410,19267.410335858283
Australia,2021,AUS,28234271.0,26177410,107857.38925279469
Australia,2022,AUS,2586678271.0,26177410,9881337.653343093
Australia,2023,AUS,1837002134.0,26177410,7017509.119504183
Austria,2020,AUT,20850385.0,8939617,233235.77508969343
Austria,2021,AUT,246965710.0,8939617,2762598.3305548774
Austria,2022,AUT,1539834661.0,8939617,17224839.285620403
Austria,2023,AUT,981795647.0,8939617,10982524.721137382
Azerbaijan,2020,AZE,12512631.0,10358078,120800.70260138996
Azerbaijan,2021,AZE,137039996.0,10358078,1323025.3334643743
Azerbaijan,2022,AZE,286676807.0,10358078,2767664.107182819
Azerbaijan,2023,AZE,136882632.0,10358078,1321506.09408425
Bahamas,2020,BHS,762513.0,409989,185983.77029627623
Bahamas,2021,BHS,5352732.0,409989,1305579.4179843848
Bahamas,2022,BHS,12821276.0,409989,3127224.3889470203
Bahamas,2023,BHS,6221028.0,409989,1517364.6122213034
Bahrain,2020,BHR,12839855.0,1472237,872132.3401055672
Bahrain,2021,BHR,79477421.0,1472237,5398412.1442403635
Bahrain,2022,BHR,216515516.0,1472237,14706566.673708105
Bahrain,2023,BHR,114941310.0,1472237,7807255.896978543
Bangladesh,2020,BGD,68809580.0,171186368,40195.712312793505
Bangladesh,2021,BGD,387484115.0,171186368,226352.20288101444
Bangladesh,2022,BGD,714519380.0,171186368,417392.6863148355
Bangladesh,2023,BGD,336291054.0,171186368,196447.33276892704
Barbados,2020,BRB,44605.0,281646,15837.256698124596
Barbados,2021,BRB,2875266.0,281646,1020879.4018022624
Barbados,2022,BRB,29327993.0,281646,10413069.24295037
Barbados,2023,BRB,17641789.0,281646,6263816.635066715
Belarus,2020,BLR,20245369.0,9534956,212327.8702072668
Belarus,2021,BLR,158155029.0,9534956,1658686.5109812778
Belarus,2022,BLR,346714289.0,9534956,3636244.2469582446
Belarus,2023,BLR,164016105.0,9534956,1720155.8664769926
Belgium,2020,BEL,54224978.0,11655923,465213.9345807278
Belgium,2021,BEL,410695672.0,11655923,3523493.351834943
Belgium,2022,BEL,1496399302.0,11655923,12838102.156302853
Belgium,2023,BEL,784534099.0,11655923,6730776.267139033
Belize,2020,BLZ,556359.0,405285,137275.99096931788
Belize,2021,BLZ,6220900.0,405285,1534944.54519659
Belize,2022,BLZ,22465622.0,405285,5543166.413758219
Belize,2023,BLZ,11663566.0,405285,2877867.6733656563
Benin,2020,BEN,460408.0,13352864,3448.0093558954845
Benin,2021,BEN,4641040.0,13352864,34756.88811029604
Benin,2022,BEN,9905203.0,13352864,74180.36310412508
Benin,2023,BEN,4620959.0,13352864,34606.50089748536
Bermuda,2020,BMU,51040.0,64207,79492.89018331334
Bermuda,2021,BMU,1075087.0,64207,1674407.7748532093
Bermuda,2022,BMU,5530655.0,64207,8613788.216238104
Bermuda,2023,BMU,3104204.0,64207,4834681.576775118
Bhutan,2020,BTN,53205.0,782457,6799.734681905843
Bhutan,2021,BTN,674167.0,782457,86160.26184186479
Bhutan,2022,BTN,17357493.0,782457,2218331.8699941337
Bhutan,2023,BTN,10334279.0,782457,1320747.2103898362
Bolivia,2020,BOL,22310698.0,12224114,182513.82472382046
Bolivia,2021,BOL,143937862.0,12224114,1177491.1621406672
Bolivia,2022,BOL,356874872.0,12224114,2919433.4411475547
Bolivia,2023,BOL,196687687.0,12224114,1609013.8475475605
Bonaire Sint Eustatius and Saba,2020,BES,17002.0,27052,62849.3272216472
Bonaire Sint Eustatius and Saba,2021,BES,594267.0,27052,2196758.0955197397
Bonaire Sint Eustatius and Saba,2022,BES,3532345.0,27052,13057611.267189117
Bonaire Sint Eustatius and Saba,2023,BES,1953609.0,27052,7221680.467248263
Bosnia and Herzegovina,2020,BIH,7943118.0,3233530,245648.50179215902
Bosnia and Herzegovina,2021,BIH,73517775.0,3233530,2273607.3269770187
Bosnia and Herzegovina,2022,BIH,138555958.0,3233530,4284975.181921924
Bosnia and Herzegovina,2023,BIH,66379762.0,3233530,2052857.4653706632
Botswana,2020,BWA,928131.0,2630300,35286.12705775007
Botswana,2021,BWA,37397889.0,2630300,1421810.7820400714
Botswana,2022,BWA,112616438.0,2630300,4281505.455651447
Botswana,2023,BWA,54387331.0,2630300,2067723.491616926
Brazil,2020,BRA,875661710.0,215313504,406691.4957642415
Brazil,2021,BRA,6175907136.0,215313504,2868332.4646465275
Brazil,2022,BRA,11550919390.0,215313504,5364698.068357106
Brazil,2023,BRA,6129515700.0,215313504,2846786.4700209424
British Virgin Islands,2020,VGB,10136.0,31332,32350.312779267206
British Virgin Islands,2021,VGB,496841.0,31332,1585730.2438401633
British Virgin Islands,2022,VGB,2435004.0,31332,7771620.068939105
British Virgin Islands,2023,VGB,1205325.0,31332,3846945.614707009
Brunei,2020,BRN,41087.0,449002,9150.738749493321
Brunei,2021,BRN,1451042.0,449002,323170.4981269571
Brunei,2022,BRN,60606923.0,449002,13498140.988236133
Brunei,2023,BRN,47181968.0,449002,10508186.60050512
Bulgaria,2020,BGR,10894779.0,6781955,160643.63446823225
Bulgaria,2021,BGR,158374903.0,6781955,2335239.661719961
Bulgaria,2022,BGR,424978340.0,6781955,6266310.230604597
Bulgaria,2023,BGR,214514429.0,6781955,3163017.581213677
Burkina Faso,2020,BFA,487201.0,22673764,2148.743367003379
Burkina Faso,2021,BFA,4893524.0,22673764,21582.318665749543
Burkina Faso,2022,BFA,7700474.0,22673764,33962.0452960523
Burkina Faso,2023,BFA,3638486.0,22673764,16047.119481352987
Burundi,2020,BDI,99171.0,12889583,769.3887381771776
Burundi,2021,BDI,3467628.0,12889583,26902.561549120714
Burundi,2022,BDI,16115395.0,12889583,125026.50396060136
Burundi,2023,BDI,8828296.0,12889583,68491.71148515822
Cambodia,2020,KHM,63081.0,16767851,376.2020547534684
Cambodia,2021,KHM,20841765.0,16767851,124295.9816377185
Cambodia,2022,KHM,49107515.0,16767851,292867.0764071079
Cambodia,2023,KHM,22888517.0,16767851,136502.38781344134
Cameroon,2020,CMR,4253994.0,27914542,15239.347290741864
Cameroon,2021,CMR,27242394.0,27914542,97592.12241418827
Cameroon,2022,CMR,44093061.0,27914542,157957.3148647755
Cameroon,2023,CMR,20574295.0,27914542,73704.576632495
Canada,2020,CAN,46570299.0,38454328,121105.48128678779
Canada,2021,CAN,485895581.0,38454328,1263565.3937314937
Canada,2022,CAN,1400380175.0,38454328,3641671.1663769027
Canada,2023,CAN,760837466.0,38454328,1978548.3340132742
Cape Verde,2020,CPV,1209474.0,593162,203902.8123851494
Cape Verde,2021,CPV,10432055.0,593162,1758719.371773647
Cape Verde,2022,CPV,21543353.0,593162,3631950.967863754
Cape Verde,2023,CPV,10462685.0,593162,1763883.2224586199
Cayman Islands,2020,CYM,52878.0,68722,76944.79206076656
Cayman Islands,2021,CYM,555741.0,68722,808679.8987223888
Cayman Islands,2022,CYM,9213372.0,68722,13406728.558540206
Cayman Islands,2023,CYM,5192880.0,68722,7556357.498326591
Central African Republic,2020,CAF,1114885.0,5579148,19983.069099439555
Central African Republic,2021,CAF,3543300.0,5579148,63509.69717956936
Central African Republic,2022,CAF,5341897.0,5579148,95747.54066391499
Central African Republic,2023,CAF,2535498.0,5579148,45445.97132035214
Chad,2020,TCD,276308.0,17723312,1559.0088353689198
Chad,2021,TCD,1706683.0,17723312,9629.594062328757
Chad,2022,TCD,2696638.0,17723312,15215.203569174882
Chad,2023,TCD,1267151.0,17723312,7149.628692424983
Chile,2020,CHL,91061881.0,19603736,464512.89182837395
Chile,2021,CHL,495212092.0,19603736,2526110.7984722913
Chile,2022,CHL,1412607591.0,19603736,7205808.071481884
Chile,2023,CHL,859288278.0,19603736,4383288.358912812
China,2020,CHN,28554975.0,1425887360,2002.6108513929178
China,2021,CHN,41876315.0,1425887360,2936.859963468643
China,2022,CHN,2327596150.0,1425887360,163238.43069904202
China,2023,CHN,16266619505.0,1425887360,1140806.7678641882
Colombia,2020,COL,152074226.0,51874028,293160.6275109386
Colombia,2021,COL,1379107584.0,51874028,2658570.458418999
Colombia,2022,COL,2239296658.0,51874028,4316797.334496561
Colombia,2023,COL,1049513056.0,51874028,2023195.607636253
Comoros,2020,COM,81497.0,836783,9739.323098103092
Comoros,2021,COM,1386059.0,836783,165641.39089823767
Comoros,2022,COM,3031346.0,836783,362261.9006361267
Comoros,2023,COM,1494250.0,836783,178570.78836448636
Congo,2020,COG,901245.0,5970430,15095.143900858064
Congo,2021,COG,4689470.0,5970430,78544.92892471731
Congo,2022,COG,8896132.0,5970430,149003.20412432606
Congo,2023,COG,4146997.0,5970430,69458.93344365481
Cook Islands,2020,COK,0.0,17032,0.0
Cook Islands,2021,COK,0.0,17032,0.0
Cook Islands,2022,COK,1629063.0,17032,9564719.351808362
Cook Islands,2023,COK,1160511.0,17032,6813709.488022546
Costa Rica,2020,CRI,14205172.0,5180836,274186.8686829693
Costa Rica,2021,CRI,135341686.0,5180836,2612352.2535745194
Costa Rica,2022,CRI,348708649.0,5180836,6730740.926753906
Costa Rica,2023,CRI,199831054.0,5180836,3857119.854787914
Cote d'Ivoire,2020,CIV,3692229.0,28160548,13111.353514853474
Cote d'Ivoire,2021,CIV,17618523.0,28160548,62564.56017830335
Cote d'Ivoire,2022,CIV,30661186.0,28160548,108879.93372856239
Cote d'Ivoire,2023,CIV,14553544.0,28160548,51680.613601695535
Croatia,2020,HRV,9711138.0,4030361,240949.58243194592
Croatia,2021,HRV,136038767.0,4030361,3375349.4289965588
Croatia,2022,HRV,414502728.0,4030361,10284506.226613447
Croatia,2023,HRV,209578821.0,4030361,5200001.215771986
Cuba,2020,CUB,1188922.0,11212198,10603.82629703828
Cuba,2021,CUB,149569925.0,11212198,1333992.8977351275
Cuba,2022,CUB,398670401.0,11212198,3555684.6302571534
Cuba,2023,CUB,183632396.0,11212198,1637791.2341540882
Curacao,2020,CUW,177853.0,191173,93032.48889749075
Curacao,2021,CUW,4420685.0,191173,2312400.286651358
Curacao,2022,CUW,15467297.0,191173,8090733.000999096
Curacao,2023,CUW,7555039.0,191173,3951938.2967260024
Cyprus,2020,CYP,987156.0,896007,110172.79998928579
Cyprus,2021,CYP,31025383.0,896007,3462627.3009027834
Cyprus,2022,CYP,177539778.0,896007,19814552.564879514
Cyprus,2023,CYP,107529071.0,896007,12000918.631216051
Czechia,2020,CZE,40600155.0,10493990,386889.5910897571
Czechia,2021,CZE,595895053.0,10493990,5678441.212541655
Czechia,2022,CZE,1503082103.0,10493990,14323266.012260351
Czechia,2023,CZE,762231831.0,10493990,7263508.265207038
Democratic Republic of Congo,2020,COD,2237410.0,99010216,2259.7769102937823
Democratic Republic of Congo,2021,COD,15407463.0,99010216,15561.4881195694
Democratic Republic of Congo,2022,COD,32881204.0,99010216,33209.91037934914
Democratic Republic of Congo,2023,COD,15844285.0,99010216,16002.676935883062
Denmark,2020,DNK,9051547.0,5882259,153878.7564437404
Denmark,2021,DNK,116284057.0,5882259,1976860.5394628153
Denmark,2022,DNK,1082798184.0,5882259,18407863.10157373
Denmark,2023,DNK,562004672.0,5882259,9554232.005085122
Djibouti,2020,DJI,1195546.0,1120851,106664.13287760816
Djibouti,2021,DJI,3870120.0,1120851,345284.07433280605
Djibouti,2022,DJI,5683498.0,1120851,507069.8959986653
Djibouti,2023,DJI,2588850.0,1120851,230971.82408723375
Dominica,2020,DMA,9183.0,72758,12621.292503917095
Dominica,2021,DMA,618062.0,72758,849476.346243712
Dominica,2022,DMA,4915837.0,72758,6756421.28700624
Dominica,2023,DMA,2600400.0,72758,3574039.9681134718
Dominican Republic,2020,DOM,20994253.0,11228821,186967.56320187132
Dominican Republic,2021,DOM,113392186.0,11228821,1009831.6288059093
Dominican Republic,2022,DOM,220192331.0,11228821,1960956.8181735198
Dominican Republic,2023,DOM,109015397.0,11228821,970853.4582571046
Ecuador,2020,ECU,28024103.0,18001002,155680.7948801961
Ecuador,2021,ECU,153704466.0,18001002,853866.1681166415
Ecuador,2022,ECU,330193464.0,18001002,1834306.0236313513
Ecuador,2023,ECU,174523274.0,18001002,969519.77451033
Egypt,2020,EGY,20871537.0,110990096,18804.86435474387
Egypt,2021,EGY,95923025.0,110990096,86424.8509164277
Egypt,2022,EGY,182070406.0,110990096,164042.02947981955
Egypt,2023,EGY,85113064.0,110990096,76685.27829726358
El Salvador,2020,SLV,5352790.0,6336393,84476.92559473505
El Salvador,2021,SLV,30553747.0,6336393,482194.6334452424
El Salvador,2022,SLV,63646151.0,6336393,1004453.9693166127
El Salvador,2023,SLV,33294525.0,6336393,525449.1790518676
England,2020,OWID_ENG,0.0,56550000,0.0
England,2021,OWID_ENG,0.0,56550000,0.0
England,2022,OWID_ENG,0.0,56550000,0.0
England,2023,OWID_ENG,0.0,56550000,0.0
Equatorial Guinea,2020,GNQ,1020090.0,1674916,60903.94981002032
Equatorial Guinea,2021,GNQ,3366189.0,1674916,200976.5862885064
Equatorial Guinea,2022,GNQ,5962315.0,1674916,355976.9564563238
Equatorial Guinea,2023,GNQ,2824985.0,1674916,168664.2792832596
Eritrea,2020,ERI,85065.0,3684041,2309.0133904590098
Eritrea,2021,ERI,1853708.0,3684041,50317.24674073932
Eritrea,2022,ERI,3593923.0,3684041,97553.82744111697
Eritrea,2023,ERI,1681185.0,3684041,45634.26411378158
Estonia,2020,EST,1359021.0,1326064,102485.32499185558
Estonia,2021,EST,48405438.0,1326064,3650309.3365026126
Estonia,2022,EST,200142709.0,1326064,15092990.157337805
Estonia,2023,EST,101675666.0,1326064,7667478.040275583
Eswatini,2020,SWZ,922446.0,1201680,76763.03175554224
Eswatini,2021,SWZ,10734382.0,1201680,893281.2395978963
Eswatini,2022,SWZ,26209617.0,1201680,2181081.236269223
Eswatini,2023,SWZ,12271894.0,1201680,1021228.1139737702
Ethiopia,2020,ETH,12716307.0,123379928,10306.625401823869
Ethiopia,2021,ETH,98535296.0,123379928,79863.31131592166
Ethiopia,2022,ETH,175545384.0,123379928,142280.3423908628
Ethiopia,2023,ETH,82531373.0,123379928,66892.05800152518
Europe,2020,OWID_EUR,1723870254.0,744807803,231451.69090018247
Europe,2021,OWID_EUR,18347153840.0,744807803,2463340.712342134
Europe,2022,OWID_EUR,72012642475.0,744807803,9668620.8421745
Europe,2023,OWID_EUR,40776182672.0,744807803,5474725.493980895
European Union,2020,OWID_EUN,1084735555.0,450146793,240973.7383156254
European Union,2021,OWID_EUN,11920465883.0,450146793,2648128.5812470512
European Union,2022,OWID_EUN,51783443170.0,450146793,11503679.238696698
European Union,2023,OWID_EUN,30154530768.0,450146793,6698821.637056514
Faeroe Islands,2020,FRO,95009.0,53117,178867.4059152437
Faeroe Islands,2021,FRO,486682.0,53117,916245.2698759342
Faeroe Islands,2022,FRO,11737814.0,53117,22098036.410188828
Faeroe Islands,2023,FRO,5718570.0,53117,10765988.290001318
Falkland Islands,2020,FLK,3737.0,3801,98316.23257037622
Falkland Islands,2021,FLK,22008.0,3801,579005.5248618785
Falkland Islands,2022,FLK,443440.0,3801,11666403.578005787
Falkland Islands,2023,FLK,317295.0,3801,8347671.665351222
Fiji,2020,FJI,7598.0,929769,817.1922273166775
Fiji,2021,FJI,8096284.0,929769,870784.4636678572
Fiji,2022,FJI,24015516.0,929769,2582955.1211107275
Fiji,2023,FJI,11366441.0,929769,1222501.6106151098
Finland,2020,FIN,3261507.0,5540745,58864.05167536135
Finland,2021,FIN,40293390.0,5540745,727219.7150383206
Finland,2022,FIN,392278125.0,5540745,7079880.503434104
Finland,2023,FIN,242204194.0,5540745,4371329.018029164
France,2020,FRA,200179636.0,67813000,295193.6000471886
France,2021,FRA,2043491434.0,67813000,3013421.3705336736
France,2022,FRA,10640233803.0,67813000,15690551.668559127
France,2023,FRA,6382534363.0,67813000,9411962.843407607
French Guiana,2020,GUF,1814456.0,304568,595747.4192955268
French Guiana,2021,GUF,10582510.0,304568,3474596.805967797
French Guiana,2022,GUF,31328761.0,304568,10286294.357910221
French Guiana,2023,GUF,16174501.0,304568,5310637.033437525
French Polynesia,2020,PYF,1008227.0,306292,329171.83602575323
French Polynesia,2021,PYF,10432527.0,306292,3406072.3100831886
French Polynesia,2022,PYF,25951023.0,306292,8472641.466313193
French Polynesia,2023,PYF,12908724.0,306292,4214515.560314993
Gabon,2020,GAB,1700989.0,2388997,71200.9684398934
Gabon,2021,GAB,9019264.0,2388997,377533.50046065357
Gabon,2022,GAB,17495476.0,2388997,732335.6203461118
Gabon,2023,GAB,8082617.0,2388997,338326.7957222215
Gambia,2020,GMB,509328.0,2705995,18822.207727656558
Gambia,2021,GMB,2652368.0,2705995,98018.21511126222
Gambia,2022,GMB,4432171.0,2705995,163790.80523060833
Gambia,2023,GMB,2080440.0,2705995,76882.62542983265
Georgia,2020,GEO,9272451.0,3744385,247636.1538677246
Georgia,2021,GEO,169867567.0,3744385,4536594.580952547
Georgia,2022,GEO,597797338.0,3744385,15965167.524172861
Georgia,2023,GEO,302118016.0,3744385,8068561.7531316895
Germany,2020,DEU,115900878.0,83369840,139020.15165196432
Germany,2021,DEU,1377811933.0,83369840,1652650.326544947
Germany,2022,DEU,9665295215.0,83369840,11593275.475879528
Germany,2023,DEU,6295829438.0,83369840,7551687.082522888
Ghana,2020,GHA,8738315.0,33475870,26103.324573790014
Ghana,2021,GHA,37685446.0,33475870,112574.95622966634
Ghana,2022,GHA,60129030.0,33475870,179619.02110385778
Ghana,2023,GHA,28279103.0,33475870,84476.08083075959
Gibraltar,2020,GIB,113861.0,32677,348443.8595954341
Gibraltar,2021,GIB,1821723.0,32677,5574939.559935123
Gibraltar,2022,GIB,6575713.0,32677,20123368.11824831
Gibraltar,2023,GIB,3377710.0,32677,10336658.812008446
Greece,2020,GRC,7838755.0,10384972,75481.71530939131
Greece,2021,GRC,177097304.0,10384972,1705322.8838748916
Greece,2022,GRC,1418281786.0,10384972,13657059.316096375
Greece,2023,GRC,977948367.0,10384972,9416957.185825827
Greenland,2020,GRL,4053.0,56494,7174.213190781322
Greenland,2021,GRL,138381.0,56494,244948.136085248
Greenland,2022,GRL,4196793.0,56494,7428741.1052501155
Greenland,2023,GRL,1975215.0,56494,3496327.0435798494
Grenada,2020,GRD,8185.0,125459,6524.043711491404
Grenada,2021,GRD,658697.0,125459,525029.6909747408
Grenada,2022,GRD,6114148.0,125459,4873423.19004615
Grenada,2023,GRD,3247943.0,125459,2588848.1495946883
Guadeloupe,2020,GLP,843363.0,395762,213098.52891384216
Guadeloupe,2021,GLP,10350117.0,395762,2615237.6933611617
Guadeloupe,2022,GLP,59074678.0,395762,14926819.14888241
Guadeloupe,2023,GLP,33346562.0,395762,8425913.048751522
Guam,2020,GUM,599960.0,171783,349254.5828166932
Guam,2021,GUM,3620414.0,171783,2107550.8053765506
Guam,2022,GUM,15338959.0,171783,8929264.828300823
Guam,2023,GUM,8405449.0,171783,4893062.1772818025
Guatemala,2020,GTM,16332834.0,17843914,91531.67853196333
Guatemala,2021,GTM,131050253.0,17843914,734425.490954507
Guatemala,2022,GTM,346087709.0,17843914,1939528.0037776467
Guatemala,2023,GTM,204294978.0,17843914,1144900.037065859
Guernsey,2020,GGY,70637.0,63329,111539.73692936885
Guernsey,2021,GGY,550333.0,63329,869006.300431082
Guernsey,2022,GGY,9248014.0,63329,14603126.529709928
Guernsey,2023,GGY,5783555.0,63329,9132553.806313064
Guinea,2020,GIN,2134139.0,13859349,15398.55154812827
Guinea,2021,GIN,8824969.0,13859349,63675.2058123365
Guinea,2022,GIN,13543728.0,13859349,97722.68524300816
Guinea,2023,GIN,6337048.0,13859349,45723.99468402159
Guinea-Bissau,2020,GNB,486139.0,2105580,23088.127736775616
Guinea-Bissau,2021,GNB,1655786.0,2105580,78637.99998100285
Guinea-Bissau,2022,GNB,3045225.0,2105580,144626.42122360584
Guinea-Bissau,2023,GNB,1532513.0,2105580,72783.41359625377
Guyana,2020,GUY,536160.0,808727,66296.78494720715
Guyana,2021,GUY,7670932.0,808727,948519.3396535543
Guyana,2022,GUY,24109606.0,808727,2981179.804804341
Guyana,2023,GUY,12049416.0,808727,1489923.793814229
Haiti,2020,HTI,1695913.0,11585003,14638.865436633896
Haiti,2021,HTI,6562333.0,11585003,56645.06949199754
Haiti,2022,HTI,11600812.0,11585003,100136.46090553452
Haiti,2023,HTI,5639057.0,11585003,48675.49020056361
High income,2020,OWID_HIC,3398940166.0,1250514600,271803.31729033793
High income,2021,OWID_HIC,30364762737.0,1250514600,2428181.3852473213
High income,2022,OWID_HIC,114150275056.0,1250514600,9128264.080723248
High income,2023,OWID_HIC,68785914491.0,1250514600,5500608.668703268
Honduras,2020,HND,14179159.0,10432858,135908.67430573676
Honduras,2021,HND,97999482.0,10432858,939334.9550046594
Honduras,2022,HND,157907607.0,10432858,1513560.3973522882
Honduras,2023,HND,77824529.0,10432858,745955.9882824054
Hong Kong,2020,HKG,0.0,7488863,0.0
Hong Kong,2021,HKG,0.0,7488863,0.0
Hong Kong,2022,HKG,0.0,7488863,0.0
Hong Kong,2023,HKG,0.0,7488863,0.0
Hungary,2020,HUN,15550961.0,9967304,156019.7321161269
Hungary,2021,HUN,276201654.0,9967304,2771076.8528781706
Hungary,2022,HUN,702123560.0,9967304,7044267.537139432
Hungary,2023,HUN,362579406.0,9967304,3637687.8441753155
Iceland,2020,ISL,771687.0,372903,206940.41077706532
Iceland,2021,ISL,3188162.0,372903,854957.4554240648
Iceland,2022,ISL,63656651.0,372903,17070565.53580958
Iceland,2023,ISL,34479218.0,372903,9246162.675012
India,2020,IND,1074019421.0,1417173120,75786.0423573374
India,2021,IND,9190544557.0,1417173120,648512.4807475886
India,2022,IND,15783389695.0,1417173120,1113723.4733184893
India,2023,IND,7390667596.0,1417173120,521507.74606845493
Indonesia,2020,IDN,60573661.0,275501344,21986.702540369457
Indonesia,2021,IDN,987829680.0,275501344,358557.1183275244
Indonesia,2022,IDN,2186372762.0,275501344,793597.8570035578
Indonesia,2023,IDN,1114747983.0,275501344,404625.24313493003
Iran,2020,IRN,116680920.0,88550568,131767.5568156717
Iran,2021,IRN,1333989139.0,88550568,1506471.5779124082
Iran,2022,IRN,2639756470.0,88550568,2981072.31790992
Iran,2023,IRN,1251724145.0,88550568,1413569.8655258769
Iraq,2020,IRQ,64023478.0,44496124,143885.51685985053
Iraq,2021,IRQ,511219404.0,44496124,1148907.7205915733
Iraq,2022,IRQ,863752919.0,44496124,1941186.8750635448
Iraq,2023,IRQ,406814925.0,44496124,914270.4766824185
Ireland,2020,IRL,10358901.0,5023108,206224.93085953954
Ireland,2021,IRL,118880186.0,5023108,2366665.9367069155
Ireland,2022,IRL,555942751.0,5023108,11067704.516805133
Ireland,2023,IRL,281489182.0,5023108,5603884.726348707
Isle of Man,2020,IMN,91904.0,84534,108718.38550169162
Isle of Man,2021,IMN,1652918.0,84534,1955329.2166465563
Isle of Man,2022,IMN,11913905.0,84534,14093625.050275628
Isle of Man,2023,IMN,6271320.0,84534,7418695.436155866
Israel,2020,ISR,41103875.0,9449000,435007.67276960524
Israel,2021,ISR,353060859.0,9449000,3736489.1417081174
Israel,2022,ISR,1500758159.0,9449000,15882719.43062758
Israel,2023,ISR,792975436.0,9449000,8392162.514551805
Italy,2020,ITA,149270941.0,59037472,252841.01087526244
Italy,2021,ITA,1486043051.0,59037472,2517118.366789147
Italy,2022,ITA,6698386858.0,59037472,11345992.013343662
Italy,2023,ITA,4231891649.0,59037472,7168145.087580985
Jamaica,2020,JAM,1134302.0,2827382,40118.455871898455
Jamaica,2021,JAM,20118187.0,2827382,711548.2449842292
Jamaica,2022,JAM,50769570.0,2827382,1795638.8630896
Jamaica,2023,JAM,25454491.0,2827382,900284.8217892029
Japan,2020,JPN,18192639.0,123951696,14677.200544315263
Japan,2021,JPN,366241338.0,123951696,295471.0180004314
